Anchor_Name,Anchor_Color,FPT_Price,FPT_Stock,Anchor_Full,CPS_Match,CPS_Price,CPS_Stock,CPS_Score,HoangHa_Match,HoangHa_Price,HoangHa_Stock,HoangHa_Score,Viettel_Match,Viettel_Price,Viettel_Stock,Viettel_Score,DDV_Match,DDV_Price,DDV_Stock,DDV_Score,MW_Match,MW_Price,MW_Stock,MW_Score
iPhone 17 256GB,Đen,24990000,Yes,iPhone 17 256GB Đen,iPhone 17 256GB,24990000.0,Yes,0.9999999403953552,iPhone 17 256GB,24890000.0,Yes,1.0,iPhone 17 256GB,24990000.0,Yes,1.0,iPhone 17 256GB Chính Hãng,24990000.0,No,0.9866167902946472,iPhone 17 256GB,24990000.0,Yes,0.9999998807907104
iPhone 15 128GB,Đen,16790000,Yes,iPhone 15 128GB Đen,iPhone 15 128GB,16890000.0,Yes,0.9999995231628418,iPhone 15 (128GB),16790000.0,Yes,0.9776716232299805,iPhone 16e 128GB,12490000.0,Yes,0.9810604453086853,iPhone 17 256GB Chính Hãng,24990000.0,No,0.9572538137435913,iPhone 15 128GB,16990000.0,Yes,0.9999995827674866
iPhone 14 256GB,Đen,20590000,No,iPhone 14 256GB Đen,iPhone 14 256GB,16290000.0,Yes,1.000000238418579,iPhone 17 256GB,24890000.0,Yes,0.9787224531173706,iPhone 15 256GB,19990000.0,Yes,0.9923167824745178,iPhone 17 256GB Chính Hãng,24990000.0,No,0.9642056822776794,iPhone 14 256GB,16590000.0,Yes,1.000000238418579
iPhone 16 Plus 128GB,Xanh Lưu Ly,23790000,Yes,iPhone 16 Plus 128GB Xanh Lưu Ly,iPhone 16 Plus 128GB,23790000.0,Yes,1.000000238418579,iPhone 16 Plus (128GB),23390000.0,No,0.9833741784095764,iPhone 16 Plus 128GB,23490000.0,Yes,1.0000004768371582,iPhone 16 Plus 128GB Chính hãng (VN/A),23690000.0,Yes,0.941128134727478,iPhone 16 Plus 128GB,23990000.0,Yes,1.000000238418579
iPhone 16 128GB,Hồng,19790000,Yes,iPhone 16 128GB Hồng,iPhone 16 128GB,19790000.0,Yes,1.0000004768371582,iPhone 16 (128GB),19490000.0,Yes,0.9647794961929321,iPhone 15 256GB,19990000.0,Yes,0.9798876643180847,iPhone 16 128GB Chính Hãng (VN/A),19690000.0,Yes,0.9497248530387878,iPhone 16 128GB,19990000.0,Yes,1.0000004768371582
iPhone 15 128GB,Vàng,16790000,Yes,iPhone 15 128GB Vàng,iPhone 15 128GB,16890000.0,No,0.9999998807907104,iPhone 15 (128GB),16390000.0,No,0.9748481512069702,iPhone 15 256GB,19990000.0,Yes,0.9725062251091003,iPhone 15 128GB Chính hãng (VN/A),16590000.0,Yes,0.9256839752197266,iPhone 15 128GB,16990000.0,No,0.9721330404281616
iPhone 13 256GB,Hồng,17990000,No,iPhone 13 256GB Hồng,iPhone 15 256GB,19990000.0,Yes,0.9907100796699524,iPhone 15 (256GB),17990000.0,No,0.9534478187561035,iPhone 15 256GB,19990000.0,Yes,0.9907100796699524,iPhone 15 256GB Chính hãng (VN/A),19990000.0,Yes,0.9369623064994812,iPhone 16 128GB,19990000.0,Yes,0.9772571921348572
iPhone 16 Pro Max 1TB,Titan Đen,42990000,No,iPhone 16 Pro Max 1TB Titan Đen,iPhone 16 Pro Max 1TB,42990000.0,Yes,1.0,iPhone 16 Pro Max (1TB),42390000.0,Yes,0.992603063583374,iPhone 16 Pro Max 1TB,48490000.0,No,1.0,iPhone 16 Pro Max 1TB Chính Hãng (VN/A),42590000.0,Yes,0.9727188944816589,iPhone 16 Pro 1TB,39990000.0,Yes,0.9214290380477905
iPhone 14 256GB,Tím,20590000,No,iPhone 14 256GB Tím,iPhone 14 256GB,16290000.0,No,1.000000238418579,iPhone 17 256GB,24590000.0,Yes,0.9430131912231445,iPhone 15 256GB,19990000.0,Yes,0.9530318379402161,iPhone 17 256GB Chính Hãng,24790000.0,No,0.9341979622840881,iPhone 14 256GB,16590000.0,Yes,0.956278920173645
iPhone 16 Plus 128GB,Xanh Mòng Két,23790000,Yes,iPhone 16 Plus 128GB Xanh Mòng Két,iPhone 16 Plus 128GB,23790000.0,Yes,0.9999992251396179,iPhone 16 Plus (128GB),23390000.0,No,0.9879814982414246,iPhone 16 Plus 128GB,23490000.0,Yes,0.9999992847442627,iPhone 16 Plus 128GB Chính hãng (VN/A),23690000.0,Yes,0.9548903107643127,iPhone 16 Plus 128GB,23990000.0,Yes,0.9999992251396179
iPhone 16 Pro 512GB,Titan Đen,37190000,No,iPhone 16 Pro 512GB Titan Đen,iPhone 16 Pro 128GB,25790000.0,No,0.9660477042198181,iPhone 16 Pro (512GB),34590000.0,No,0.9669985771179199,iPhone 16 Pro 128GB,24990000.0,Yes,0.9660477042198181,iPhone 16 Pro Max 1TB Chính Hãng (VN/A),42590000.0,Yes,0.8536003232002258,iPhone 16 Pro 128GB,25590000.0,Yes,0.9618116021156311
iPhone 16 128GB,Đen,19790000,Yes,iPhone 16 128GB Đen,iPhone 16 128GB,19790000.0,Yes,0.9999999403953552,iPhone 16 (128GB),19990000.0,Yes,0.9780079126358032,iPhone 16e 128GB,12490000.0,Yes,0.9884349703788757,iPhone 17 256GB Chính Hãng,24990000.0,No,0.96446692943573,iPhone 16 128GB,19990000.0,Yes,1.0000001192092896
iPhone 17 256GB,Xanh Lam Khói,24990000,Yes,iPhone 17 256GB Xanh Lam Khói,iPhone 17 256GB,24990000.0,Yes,1.0000001192092896,iPhone 17 256GB,24890000.0,Yes,1.0000001192092896,iPhone 17 256GB,24990000.0,Yes,1.0000001192092896,iPhone 17 256GB Chính Hãng,24790000.0,No,0.9747830629348755,iPhone 17 256GB,24990000.0,Yes,1.0000001192092896
iPhone 15 128GB,Xanh lá,16790000,Yes,iPhone 15 128GB Xanh lá,iPhone 15 128GB,16890000.0,No,0.9999998807907104,iPhone 14 (128GB),13490000.0,No,0.9603625535964966,iPhone 15 256GB,19990000.0,Yes,0.9544683694839478,iPhone 15 128GB Chính hãng (VN/A),16690000.0,Yes,0.9551569819450378,iPhone 14 128GB,13890000.0,Yes,0.9664677381515503
iPhone 16 Pro Max 1TB,Titan Sa Mạc,42990000,No,iPhone 16 Pro Max 1TB Titan Sa Mạc,iPhone 16 Pro Max 1TB,42990000.0,Yes,0.9999998211860657,iPhone 16 Pro Max (1TB),42390000.0,Yes,0.9884127378463745,iPhone 16 Pro Max 1TB,48490000.0,No,0.9999999403953552,iPhone 16 Pro Max 1TB Chính Hãng (VN/A),42590000.0,Yes,0.9720114469528198,iPhone 16 Pro 1TB,39990000.0,Yes,0.9347378611564636
iPhone 13 256GB,Trắng,17990000,No,iPhone 13 256GB Trắng,iPhone 14 256GB,16290000.0,Yes,0.9911602139472961,iPhone 17 256GB,24890000.0,Yes,0.9727823138237,iPhone 16e 256GB,15490000.0,Yes,0.9729012250900269,iPhone 15 256GB Chính hãng (VN/A),19890000.0,Yes,0.931128203868866,iPhone 14 256GB,16990000.0,Yes,0.9911602139472961
iPhone 14 256GB,Trắng,20590000,No,iPhone 14 256GB Trắng,iPhone 14 256GB,16290000.0,Yes,1.0000001192092896,iPhone 17 256GB,24890000.0,Yes,0.9743251800537109,iPhone 16e 256GB,15490000.0,Yes,0.9759336709976196,iPhone 14 128GB Chính hãng (VN/A),13490000.0,Yes,0.9249086976051331,iPhone 14 256GB,16990000.0,Yes,1.0000001192092896
iPhone 16 Pro 512GB,Titan Sa Mạc,37190000,No,iPhone 16 Pro 512GB Titan Sa Mạc,iPhone 16 Pro 128GB,25790000.0,Yes,0.959818959236145,iPhone 16 Pro (512GB),34590000.0,No,0.958739161491394,iPhone 16 Pro 128GB,24990000.0,Yes,0.9598190784454346,iPhone 16 Pro Max 256GB Chính Hãng (VN/A),30990000.0,Yes,0.912808358669281,iPhone 16 Pro 128GB,25590000.0,Yes,0.959818959236145
iPhone 17 256GB,Xanh Lá Xô Thơm,24990000,Yes,iPhone 17 256GB Xanh Lá Xô Thơm,iPhone 17 256GB,24990000.0,Yes,1.0000001192092896,iPhone 17 256GB,24890000.0,No,1.0000001192092896,iPhone 17 256GB,24990000.0,Yes,1.0000001192092896,iPhone 17 256GB Chính Hãng,24790000.0,No,0.9851899743080139,iPhone 17 256GB,24990000.0,Yes,1.0000001192092896
iPhone 16 Pro Max 1TB,Titan Trắng,42990000,No,iPhone 16 Pro Max 1TB Titan Trắng,iPhone 16 Pro Max 1TB,42990000.0,No,0.9999995231628418,iPhone 16 Pro Max (1TB),42390000.0,Yes,0.9913977384567261,iPhone 16 Pro Max 1TB,48490000.0,No,0.9775984287261963,iPhone 16 Pro Max 1TB Chính Hãng (VN/A),42590000.0,Yes,0.9697505831718445,iPhone 16 Pro 1TB,39990000.0,Yes,0.8893133997917175
iPhone 14 256GB,Xanh dương,20590000,No,iPhone 14 256GB Xanh dương,iPhone 14 256GB,16290000.0,Yes,0.9931979775428772,iPhone 17 256GB,24890000.0,Yes,0.947769045829773,iPhone 15 256GB,19990000.0,Yes,0.9690908193588257,iPhone 14 256GB Chính Hãng (VN/A),16990000.0,No,0.9432364702224731,iPhone 14 256GB,16590000.0,Yes,0.9776342511177063
iPhone 13 256GB,Xanh,17990000,No,iPhone 13 256GB Xanh,iPhone 14 256GB,16290000.0,Yes,0.991819441318512,iPhone 17 256GB,24890000.0,No,0.9476943612098694,iPhone 15 256GB,19990000.0,Yes,0.9790220856666565,iPhone 15 256GB Chính hãng (VN/A),19890000.0,Yes,0.9454283714294434,iPhone 14 256GB,16590000.0,Yes,0.9805576801300049
iPhone 16 Plus 512GB,Đen,34290000,No,iPhone 16 Plus 512GB Đen,iPhone 16 512GB,27990000.0,No,0.9732388257980347,iPhone 16 Plus (512GB),29390000.0,No,0.9556766748428345,iPhone 16 Plus 256GB,26290000.0,No,0.959380567073822,iPhone 17 256GB Chính Hãng,24990000.0,No,0.9301431775093079,iPhone 16 Plus 512GB,29990000.0,No,0.9999997019767761
iPhone 16 Pro 512GB,Titan Trắng,37190000,No,iPhone 16 Pro 512GB Titan Trắng,iPhone 16 Pro Max 512GB,37990000.0,No,0.9633687734603882,iPhone 16 Pro (512GB),34590000.0,No,0.9624884128570557,iPhone 16 Pro 128GB,24990000.0,Yes,0.960536539554596,iPhone 16 Pro Max 256GB Chính Hãng (VN/A),30990000.0,Yes,0.9089266061782837,iPhone 16 Pro Max 512GB,37990000.0,Yes,0.9407809376716614
iPhone 16 128GB,Trắng,19790000,Yes,iPhone 16 128GB Trắng,iPhone 16 128GB,19790000.0,Yes,1.0,iPhone 16 (128GB),19990000.0,Yes,0.9820132851600647,iPhone 16e 128GB,12490000.0,Yes,0.9911813139915466,iPhone 16 128GB Chính Hãng (VN/A),19690000.0,Yes,0.9537922739982605,iPhone 16 128GB,19990000.0,Yes,1.0
iPhone 17 256GB,Trắng,24990000,Yes,iPhone 17 256GB Trắng,iPhone 17 256GB,24990000.0,Yes,0.9999998807907104,iPhone 17 256GB,24890000.0,Yes,0.9999998807907104,iPhone 17 256GB,24990000.0,Yes,0.9999998807907104,iPhone 17 256GB Chính Hãng,24790000.0,No,0.9381539821624756,iPhone 17 256GB,24990000.0,Yes,0.9999998807907104
iPhone 15 128GB,Hồng,16790000,Yes,iPhone 15 128GB Hồng,iPhone 15 128GB,16890000.0,Yes,1.000000238418579,iPhone 15 (128GB),16790000.0,Yes,0.9592694044113159,iPhone 15 256GB,19990000.0,Yes,0.9781879782676697,iPhone 15 128GB Chính hãng (VN/A),16590000.0,Yes,0.9519252181053162,iPhone 16 128GB,19990000.0,Yes,0.9889526963233948
iPhone 16 Pro Max 1TB,Titan Tự nhiên,42990000,No,iPhone 16 Pro Max 1TB Titan Tự nhiên,iPhone 16 Pro Max 1TB,42990000.0,No,0.9820762872695923,iPhone 16 Pro Max (1TB),42390000.0,Yes,0.9779234528541565,iPhone 16 Pro Max 1TB,48490000.0,No,0.9820762872695923,iPhone 16 Pro Max 1TB Chính Hãng (VN/A),42590000.0,Yes,0.9376974701881409,iPhone 16 Pro 1TB,39990000.0,Yes,0.9188548922538757
iPhone 13 256GB,Xanh rêu,17990000,No,iPhone 13 256GB Xanh rêu,iPhone 14 256GB,16290000.0,Yes,0.9757562875747681,iPhone 17 256GB,24890000.0,No,0.9671646952629089,iPhone 15 256GB,19990000.0,Yes,0.9767570495605469,iPhone 15 256GB Chính hãng (VN/A),19890000.0,Yes,0.9536186456680298,iPhone 14 256GB,16590000.0,Yes,0.9757282733917236
iPhone 16 Pro 512GB,Titan Tự nhiên,37190000,No,iPhone 16 Pro 512GB Titan Tự nhiên,iPhone 16 Pro 128GB,25590000.0,Yes,0.954334020614624,iPhone 16 Pro (256GB),27890000.0,No,0.9559839963912964,iPhone 16 Pro 128GB,24990000.0,Yes,0.9543339610099792,iPhone 16 Pro Max 256GB Chính Hãng (VN/A),30990000.0,Yes,0.892832338809967,iPhone 16 Pro 128GB,25590000.0,Yes,0.9551159143447876
iPhone 16 Plus 512GB,Hồng,34290000,No,iPhone 16 Plus 512GB Hồng,iPhone 16 512GB,27990000.0,No,0.97044438123703,iPhone 16 Plus (512GB),29390000.0,No,0.9606728553771973,iPhone 16 Plus 256GB,26290000.0,Yes,0.9599415063858032,iPhone 16 Plus 128GB Chính hãng (VN/A),23690000.0,Yes,0.9293110966682434,iPhone 16 Plus 512GB,29990000.0,Yes,1.0000004768371582
iPhone 16 128GB,Xanh Mòng Két,19790000,Yes,iPhone 16 128GB Xanh Mòng Két,iPhone 16 128GB,19790000.0,Yes,1.0000003576278687,iPhone 16 (128GB),19990000.0,Yes,0.9762709140777588,iPhone 16 Plus 128GB,23490000.0,Yes,0.9738666415214539,iPhone 14 128GB Chính hãng (VN/A),13490000.0,Yes,0.9389359354972839,iPhone 16 128GB,19990000.0,Yes,1.0000003576278687
iPhone 17 256GB,Tím Oải Hương,24990000,Yes,iPhone 17 256GB Tím Oải Hương,iPhone 17 256GB,24990000.0,Yes,1.0000003576278687,iPhone 17 256GB,24590000.0,Yes,1.000000238418579,iPhone 17 256GB,24990000.0,Yes,1.0000003576278687,iPhone 17 256GB Chính Hãng,24590000.0,No,0.9929270148277283,iPhone 17 256GB,24990000.0,Yes,1.0000003576278687
iPhone 15 128GB,Xanh dương,16790000,Yes,iPhone 15 128GB Xanh dương,iPhone 15 128GB,16890000.0,Yes,0.9999996423721313,iPhone 14 (128GB),13490000.0,No,0.9633219242095947,iPhone 16e 128GB,12490000.0,Yes,0.9669182896614075,iPhone 15 128GB Chính hãng (VN/A),16690000.0,Yes,0.9620335102081299,iPhone 15 128GB,16990000.0,Yes,0.9673888683319092
iPhone 14 512GB,Đen,24990000,No,iPhone 14 512GB Đen,iPhone 16 512GB,27990000.0,No,0.9852927327156067,iPhone 17 512GB,30490000.0,No,0.9785511493682861,iPhone 17 512GB,30990000.0,Yes,0.9785511493682861,iPhone 17 256GB Chính Hãng,24990000.0,No,0.9359568953514099,iPhone 17 512GB,31490000.0,No,0.9785512685775757
"iPhone 16 Plus | Giá rẻ, trả góp 0%, nhiều ưu đãi",Trắng,34290000,No,"iPhone 16 Plus | Giá rẻ, trả góp 0%, nhiều ưu đãi Trắng",iPhone 16 Plus 128GB,23790000.0,Yes,0.7148681282997131,iPhone 16 Plus (128GB),23390000.0,No,0.7523189187049866,iPhone 16 Plus 128GB,23490000.0,Yes,0.7148680686950684,iPhone 16 Plus 128GB Chính hãng (VN/A),23690000.0,Yes,0.73988276720047,iPhone 16 Plus 128GB,23990000.0,Yes,0.7148681282997131
iPhone 16 128GB,Xanh Lưu Ly,19790000,Yes,iPhone 16 128GB Xanh Lưu Ly,iPhone 16 128GB,19790000.0,Yes,1.0000005960464478,iPhone 16 (128GB),19990000.0,Yes,0.9752122759819031,iPhone 16 Plus 128GB,23490000.0,Yes,0.9725803732872009,iPhone 16 128GB Chính Hãng (VN/A),19690000.0,Yes,0.9431627988815308,iPhone 16 128GB,19990000.0,Yes,1.0000005960464478
iPhone 17 256GB,Đen,24990000,Yes,iPhone 17 256GB Đen,iPhone 17 256GB,24990000.0,Yes,0.9999998807907104,iPhone 17 256GB,24890000.0,Yes,0.9999998807907104,iPhone 17 256GB,24990000.0,Yes,0.9999998807907104,iPhone 17 256GB Chính Hãng,24990000.0,No,0.986616849899292,iPhone 17 256GB,24990000.0,Yes,0.9999997615814209
iPhone 15 128GB,Đen,16790000,Yes,iPhone 15 128GB Đen,iPhone 15 128GB,16890000.0,Yes,0.9999995231628418,iPhone 15 (128GB),16790000.0,Yes,0.9776716232299805,iPhone 16e 128GB,12490000.0,Yes,0.9810604453086853,iPhone 17 256GB Chính Hãng,24990000.0,No,0.9572538137435913,iPhone 15 128GB,16990000.0,Yes,0.9999995827674866
iPhone 13 512GB,Đen,24490000,No,iPhone 13 512GB Đen,iPhone 16 512GB,27990000.0,No,0.9847782850265503,iPhone 17 512GB,30490000.0,No,0.9784827828407288,iPhone 17 512GB,30990000.0,Yes,0.9784827828407288,iPhone 17 256GB Chính Hãng,24990000.0,No,0.9391769766807556,iPhone 17 512GB,31490000.0,No,0.978482723236084
iPhone 14 512GB,Đỏ,24990000,No,iPhone 14 512GB Đỏ,iPhone 14 128GB,13590000.0,No,0.9538605809211731,iPhone 15 (512GB),20990000.0,Yes,0.9221704602241516,iPhone 15 256GB,19990000.0,Yes,0.9314283132553101,iPhone 15 128GB Chính hãng (VN/A),16590000.0,Yes,0.9008805155754089,iPhone 16 128GB,19990000.0,Yes,0.9177727103233337
iPhone 16 Pro 1TB,Titan Sa Mạc,43090000,No,iPhone 16 Pro 1TB Titan Sa Mạc,iPhone 16 Pro 1TB,37690000.0,No,1.0,iPhone 16 Pro (1TB),37990000.0,No,0.9857446551322937,iPhone 16 Pro Max 1TB,48490000.0,No,0.9347379207611084,iPhone 16 Pro Max 1TB Chính Hãng (VN/A),42590000.0,Yes,0.9094260334968567,iPhone 16 Pro 1TB,39990000.0,Yes,1.0
iPhone 16 Plus 512GB,Xanh Lưu Ly,34290000,No,iPhone 16 Plus 512GB Xanh Lưu Ly,iPhone 16 512GB,27990000.0,No,0.9715180993080139,iPhone 16 Plus (256GB),26990000.0,No,0.9533579349517822,iPhone 16 Plus 256GB,26290000.0,Yes,0.9639415144920349,iPhone 16 Plus 128GB Chính hãng (VN/A),23690000.0,Yes,0.9066610932350159,iPhone 16 Plus 512GB,29990000.0,No,0.9999999403953552
iPhone 16 128GB,Hồng,19790000,Yes,iPhone 16 128GB Hồng,iPhone 16 128GB,19790000.0,Yes,1.0000004768371582,iPhone 16 (128GB),19490000.0,Yes,0.9647794961929321,iPhone 15 256GB,19990000.0,Yes,0.9798876643180847,iPhone 16 128GB Chính Hãng (VN/A),19690000.0,Yes,0.9497248530387878,iPhone 16 128GB,19990000.0,Yes,1.0000004768371582
iPhone 15 128GB,Vàng,16790000,Yes,iPhone 15 128GB Vàng,iPhone 15 128GB,16890000.0,No,0.9999998807907104,iPhone 15 (128GB),16390000.0,No,0.9748481512069702,iPhone 15 256GB,19990000.0,Yes,0.9725062251091003,iPhone 15 128GB Chính hãng (VN/A),16590000.0,Yes,0.9256839752197266,iPhone 15 128GB,16990000.0,No,0.9721330404281616
iPhone 14 512GB,Tím,24990000,No,iPhone 14 512GB Tím,iPhone 14 256GB,16290000.0,No,0.9479432106018066,iPhone 17 512GB,30490000.0,No,0.9374645948410034,iPhone 17 512GB,30990000.0,Yes,0.9374644756317139,iPhone 17 256GB Chính Hãng,24590000.0,No,0.9090434908866882,iPhone 17 512GB,31490000.0,No,0.9374645948410034
iPhone 17 Pro 256GB,Unknown,34390000,Yes,iPhone 17 Pro 256GB Unknown,iPhone 17 Pro 256GB,34790000.0,Yes,0.9251800179481506,iPhone 17 256GB,24890000.0,Yes,0.9174906611442566,iPhone 17 Pro 256GB,34690000.0,Yes,0.9251800179481506,iPhone 17 Pro 256GB Chính Hãng,33990000.0,No,0.9306670427322388,iPhone 17 256GB,24990000.0,Yes,0.9174906611442566
iPhone 16 Pro 1TB,Titan Trắng,43090000,No,iPhone 16 Pro 1TB Titan Trắng,iPhone 16 Pro 1TB,37690000.0,No,1.0000001192092896,iPhone 16 Pro (1TB),37990000.0,No,0.9884917140007019,iPhone 16 Pro 128GB,24990000.0,Yes,0.9128079414367676,iPhone 16 Pro Max 1TB Chính Hãng (VN/A),42590000.0,Yes,0.9102919697761536,iPhone 16 Pro 1TB,39990000.0,Yes,0.9529218673706055
iPhone 16 Plus 512GB,Xanh Mòng Két,34290000,No,iPhone 16 Plus 512GB Xanh Mòng Két,iPhone 16 512GB,27990000.0,No,0.9730703234672546,iPhone 16 Plus (512GB),29390000.0,No,0.957123339176178,iPhone 16 Plus 256GB,26290000.0,Yes,0.9573001265525818,iPhone 17 256GB Chính Hãng,24790000.0,No,0.9156842827796936,iPhone 16 Plus 512GB,29990000.0,No,1.000000238418579
iPhone 16 128GB,Đen,19790000,Yes,iPhone 16 128GB Đen,iPhone 16 128GB,19790000.0,Yes,0.9999999403953552,iPhone 16 (128GB),19990000.0,Yes,0.9780079126358032,iPhone 16e 128GB,12490000.0,Yes,0.9884349703788757,iPhone 17 256GB Chính Hãng,24990000.0,No,0.96446692943573,iPhone 16 128GB,19990000.0,Yes,1.0000001192092896
iPhone 15 128GB,Xanh lá,16790000,Yes,iPhone 15 128GB Xanh lá,iPhone 15 128GB,16890000.0,No,0.9999998807907104,iPhone 14 (128GB),13490000.0,No,0.9603625535964966,iPhone 15 256GB,19990000.0,Yes,0.9544683694839478,iPhone 15 128GB Chính hãng (VN/A),16690000.0,Yes,0.9551569819450378,iPhone 14 128GB,13890000.0,Yes,0.9664677381515503
iPhone 14 512GB,Trắng,24990000,No,iPhone 14 512GB Trắng,iPhone 16 512GB,27990000.0,Yes,0.9766199588775635,iPhone 17 512GB,30490000.0,No,0.9710078239440918,iPhone 17 512GB,30990000.0,Yes,0.9710078239440918,iPhone 14 128GB Chính hãng (VN/A),13490000.0,Yes,0.9164425730705261,iPhone 17 512GB,31490000.0,No,0.9710078239440918
iPhone 16 Pro 1TB,Titan Đen,43090000,No,iPhone 16 Pro 1TB Titan Đen,iPhone 16 Pro 1TB,37690000.0,No,0.9999997019767761,iPhone 16 Pro (1TB),37990000.0,No,0.9879775047302246,iPhone 16 Pro Max 1TB,48490000.0,No,0.9282503724098206,iPhone 16 Pro Max 1TB Chính Hãng (VN/A),42590000.0,Yes,0.9073367118835449,iPhone 16 Pro 1TB,39990000.0,Yes,0.9914851784706116
iPhone 17 Pro Max 256GB,Unknown,37690000,Yes,iPhone 17 Pro Max 256GB Unknown,iPhone 17 Pro Max 256GB,37790000.0,Yes,0.9298175573348999,iPhone 17 Pro Max 256GB,36990000.0,Yes,0.9298174977302551,iPhone 17 Pro Max 256GB,37490000.0,Yes,0.951825737953186,iPhone 17 Pro Max 256GB Chính Hãng,37290000.0,No,0.9528177380561829,iPhone 17 Pro Max 256GB,37990000.0,Yes,0.9298175573348999
iPhone 14 512GB,Vàng,24990000,No,iPhone 14 512GB Vàng,iPhone 14 256GB,16290000.0,No,0.9521485567092896,iPhone 15 (512GB),20990000.0,Yes,0.9304479956626892,iPhone 15 256GB,19990000.0,Yes,0.9494210481643677,iPhone 15 128GB Chính hãng (VN/A),16590000.0,Yes,0.9005311727523804,iPhone 15 Plus 512GB,27990000.0,Yes,0.9406384229660034
iPhone Air 256GB,Unknown,26490000,Yes,iPhone Air 256GB Unknown,iPhone Air 256GB,26490000.0,Yes,0.941194474697113,iPhone Air 256GB,26490000.0,Yes,0.9411945939064026,iPhone Air 256GB,25990000.0,Yes,0.9411945939064026,iPhone Air 256GB Chính Hãng,26290000.0,Yes,0.9365009069442749,iPhone Air 256GB,26990000.0,Yes,0.9411945939064026
iPhone 16 Pro 1TB,Titan Tự nhiên,43090000,No,iPhone 16 Pro 1TB Titan Tự nhiên,iPhone 16 Pro 1TB,37690000.0,No,0.9777535200119019,iPhone 16 Pro (1TB),37990000.0,No,0.9715186953544617,iPhone 16 Pro Max 1TB,48490000.0,No,0.9036367535591125,iPhone 16 Pro Max 1TB Chính Hãng (VN/A),42590000.0,Yes,0.8619303703308105,iPhone 16 Pro 1TB,39990000.0,Yes,0.9907329678535461
iPhone 14 512GB,Xanh dương,24990000,No,iPhone 14 512GB Xanh dương,iPhone 16 512GB,27990000.0,No,0.9559463262557983,iPhone 17 512GB,30490000.0,No,0.9456343054771423,iPhone 17 512GB,30990000.0,Yes,0.9456343650817871,iPhone 14 128GB Chính hãng (VN/A),13490000.0,Yes,0.9232072234153748,iPhone 16e 512GB,22990000.0,Yes,0.951389491558075
iPad Air 5 2022 10.9 inch M1 WiFi 5G 64GB,Tím,20990000,Yes,iPad Air 5 2022 10.9 inch M1 WiFi 5G 64GB Tím,iPad Air 11 inch M3 Wifi 512GB 2025,24290000.0,Yes,0.9474897980690002,iPad Air M3 11 inch Wifi (512GB),22890000.0,No,0.9180225133895874,iPad Air (Gen 6) M2 13 inch WIFI 5G 128GB,26490000.0,No,0.9108113646507263,iPad Air M3 11 inch | 128GB Wifi Chính Hãng,13790000.0,Yes,0.910339891910553,iPad Air M3 11 inch WiFi 512GB,24490000.0,No,0.9178703427314758
iPad A16 WiFi 128GB,Bạc,8490000,Yes,iPad A16 WiFi 128GB Bạc,iPad A16 Wifi 128GB 2025,8490000.0,Yes,0.9563076496124268,iPad A16 11 inch Wifi (128GB),8690000.0,Yes,0.9540120363235474,iPad (A16) 11 inch WIFI 128GB,8690000.0,Yes,0.9545221924781799,iPad A16 11 inch (2025) | 128GB Wifi Chính Hãng,8490000.0,Yes,0.9396855235099792,iPad A16 WiFi 128GB,8490000.0,Yes,1.0000003576278687
iPad A16 5G 128GB,Xanh dương,12990000,Yes,iPad A16 5G 128GB Xanh dương,iPad A16 5G 128GB 2025,12990000.0,Yes,0.9730952382087708,iPad A16 11 inch 5G (128GB),12490000.0,Yes,0.9642135500907898,iPad (A16) 11 inch WIFI 128GB,8690000.0,Yes,0.8834083080291748,iPad A16 11 inch (2025) | 128GB Wifi & 5G Chính Hãng,12490000.0,Yes,0.892052173614502,iPad A16 5G 128GB,12990000.0,Yes,0.9902614951133728
iPad Air 11 inch M3 2025 WiFi 128GB,Xám không gian,15790000,Yes,iPad Air 11 inch M3 2025 WiFi 128GB Xám không gian,iPad Air 11 inch M3 Wifi 128GB 2025,15790000.0,Yes,0.9608551263809204,iPad Air M3 11 inch Wifi (128GB),14990000.0,Yes,0.9447322487831116,iPad Air (M3) 11 inch WIFI 256GB,18490000.0,Yes,0.9387579560279846,iPad Air M3 11 inch | 128GB Wifi Chính Hãng,13790000.0,Yes,0.9533354640007019,iPad Air M3 11 inch WiFi 128GB,15790000.0,Yes,0.9604832530021667
iPad Air 11 inch M2 2024 Wifi + Cellular 128GB,Xanh dương,17990000,Yes,iPad Air 11 inch M2 2024 Wifi + Cellular 128GB Xanh dương,iPad Air 11 inch M3 Wifi 128GB 2025,15890000.0,Yes,0.98154616355896,iPad Air M3 11 inch Wifi (128GB),14990000.0,Yes,0.9688469171524048,iPad Air (M3) 13 inch WIFI 5G 128GB,24490000.0,No,0.907853364944458,iPad Air M3 11 inch | 128GB Wifi Chính Hãng,13490000.0,Yes,0.9574034214019775,iPad Air M3 11 inch WiFi 256GB,19090000.0,No,0.9580641388893127
