Product_Name;Retailer;Original_Promo;Promo_Type;Discount_Value;Gifts;Requirements;Expiry
Apple Watch SE 3 GPS + Cellular 40mm viền nhôm dây thể thao;mw;;None;;;;
Apple Watch SE 3 GPS 44mm viền nhôm dây thể thao;mw;;None;;;;
Apple Watch Series 10 GPS + Cellular 46mm viền Titanium dây thể thao;mw;;None;;;;
Apple Watch SE 2 GPS 44mm viền nhôm dây thể thao;mw;;None;;;;
Apple Watch SE 3 GPS + Cellular 44mm viền nhôm dây thể thao;mw;;None;;;;
Apple Watch SE 2 GPS 44mm viền nhôm dây vải;mw;;None;;;;
Apple Watch SE 3 GPS 40mm viền nhôm dây thể thao;mw;;None;;;;
Apple Watch Series 10 GPS + Cellular 46mm viền Titanium dây thể thao;mw;;None;;;;
Apple Watch SE 2 GPS 44mm viền nhôm dây thể thao;mw;;None;;;;
Apple Watch SE 3 GPS 44mm viền nhôm dây thể thao;mw;;None;;;;
Apple Watch SE 3 GPS + Cellular 40mm viền nhôm dây thể thao;mw;;None;;;;
Apple Watch SE 3 GPS 44mm viền nhôm dây thể thao;mw;;None;;;;
Apple Watch SE 2 GPS 44mm viền nhôm dây vải;mw;;None;;;;
Apple Watch SE 3 GPS + Cellular 44mm viền nhôm dây thể thao;mw;;None;;;;
Apple Watch Series 10 GPS + Cellular 46mm viền Titanium dây thể thao;mw;;None;;;;
Apple Watch SE 3 GPS 44mm viền nhôm dây thể thao;mw;;None;;;;
Apple Watch SE 2 GPS 44mm viền nhôm dây thể thao;mw;;None;;;;
Apple Watch SE 3 GPS 40mm viền nhôm dây thể thao;mw;;None;;;;
Apple Watch SE 2 GPS 44mm viền nhôm dây vải;mw;;None;;;;
Apple Watch Series 10 GPS + Cellular 46mm viền Titanium dây thể thao;mw;;None;;;;
Apple Watch SE 3 GPS 44mm viền nhôm dây thể thao;mw;;None;;;;
Apple Watch SE 2 GPS 44mm viền nhôm dây thể thao;mw;;None;;;;
Apple Watch SE 3 GPS 44mm viền nhôm dây thể thao;mw;;None;;;;
Apple Watch SE 2 GPS 44mm viền nhôm dây vải;mw;;None;;;;
Apple Watch SE 3 GPS 44mm viền nhôm dây thể thao;mw;;None;;;;
Apple Watch Series 10 GPS + Cellular 46mm viền Titanium dây thể thao;mw;;None;;;;
Apple Watch SE 2 GPS 44mm viền nhôm dây thể thao;mw;;None;;;;
Apple Watch SE 2 GPS 44mm viền nhôm dây vải;mw;;None;;;;
Apple Watch Series 10 GPS + Cellular 46mm viền Titanium dây thể thao;mw;;None;;;;
Apple Watch Series 10 GPS 42mm viền nhôm dây vải;mw;;None;;;;
Apple Watch Series 10 GPS + Cellular 42mm viền nhôm dây vải;mw;;None;;;;
Apple Watch Series 11 GPS + Cellular 42m viền Titanium dây thể thao;mw;Áp dụng cho sản phẩm từ 10.000.000₫ trở lên. | Chỉ áp dụng khi thanh toán bằng thẻ có đầu số: 520399, 523975, 524394, 518966. | Mỗi chủ thẻ được hưởng ưu đãi 1 lần trong suốt thời gian chương trình. |;Giảm giá;1000000;;{'min_price': 10000000}, {'card_prefix': ['520399', '523975', '524394', '518966']}, {'max_per_card': 1}, {'other_conditions': True};
Apple Watch Series 11 GPS 42mm viền nhôm dây thể thao;mw;;None;;;;
Apple Watch Series 10 GPS 42mm viền nhôm dây vải;mw;;None;;;;
Apple Watch Series 10 GPS + Cellular 42mm viền nhôm dây vải;mw;;None;;;;
Apple Watch Series 11 GPS + Cellular 46mm viền Titanium dây thể thao;mw;Áp dụng cho sản phẩm từ 10.000.000₫ trở lên. | Chỉ áp dụng khi thanh toán bằng thẻ có đầu số: 520399, 523975, 524394, 518966. | Mỗi chủ thẻ được hưởng ưu đãi 1 lần trong suốt thời gian chương trình. |;Giảm giá;1000000;;{'min_price': 10000000}, {'card_prefix': ['520399', '523975', '524394', '518966']}, {'max_per_card': 1}, {'other_conditions': True};
Apple Watch Series 11 GPS + Cellular 46mm viền Titanium dây thể thao;mw;Áp dụng cho sản phẩm từ 10.000.000₫ trở lên. | Chỉ áp dụng khi thanh toán bằng thẻ có đầu số: 520399, 523975, 524394, 518966. | Mỗi chủ thẻ được hưởng ưu đãi 1 lần trong suốt thời gian chương trình. |;Giảm giá;1000000;;{'min_price': 10000000}, {'card_prefix': ['520399', '523975', '524394', '518966']}, {'max_per_card': 1}, {'other_conditions': True};
Apple Watch Series 11 GPS 46mm viền nhôm dây thể thao;mw;Áp dụng cho sản phẩm từ 10.000.000₫ trở lên. | Chỉ áp dụng khi thanh toán bằng thẻ có đầu số: 520399, 523975, 524394, 518966. | Mỗi chủ thẻ được hưởng ưu đãi 1 lần trong suốt thời gian chương trình. |;Giảm giá;1000000;;{'min_price': 10000000}, {'card_prefix': ['520399', '523975', '524394', '518966']}, {'max_per_card': 1}, {'other_conditions': True};
Apple Watch Series 11 GPS 46mm viền nhôm dây thể thao;mw;Áp dụng cho sản phẩm từ 10.000.000₫ trở lên. | Chỉ áp dụng khi thanh toán bằng thẻ có đầu số: 520399, 523975, 524394, 518966. | Mỗi chủ thẻ được hưởng ưu đãi 1 lần trong suốt thời gian chương trình. |;Giảm giá;1000000;;{'min_price': 10000000}, {'card_prefix': ['520399', '523975', '524394', '518966']}, {'max_per_card': 1}, {'other_conditions': True};
Apple Watch Series 11 GPS + Cellular 46mm viền Titanium dây thể thao;mw;Áp dụng cho sản phẩm từ 10.000.000₫ trở lên. | Chỉ áp dụng khi thanh toán bằng thẻ có đầu số: 520399, 523975, 524394, 518966. | Mỗi chủ thẻ được hưởng ưu đãi 1 lần trong suốt thời gian chương trình. |;Giảm giá;1000000;;{'min_price': 10000000}, {'card_prefix': ['520399', '523975', '524394', '518966']}, {'max_per_card': 1}, {'other_conditions': True};
Apple Watch Series 10 GPS + Cellular 42mm viền nhôm dây vải;mw;;None;;;;
Apple Watch Series 10 GPS 42mm viền nhôm dây vải;mw;;None;;;;
Apple Watch Series 11 GPS 46mm viền nhôm dây thể thao;mw;Áp dụng cho sản phẩm từ 10.000.000₫ trở lên. | Chỉ áp dụng khi thanh toán bằng thẻ có đầu số: 520399, 523975, 524394, 518966. | Mỗi chủ thẻ được hưởng ưu đãi 1 lần trong suốt thời gian chương trình. |;Giảm giá;1000000;;{'min_price': 10000000}, {'card_prefix': ['520399', '523975', '524394', '518966']}, {'max_per_card': 1}, {'other_conditions': True};
Apple Watch Series 10 GPS 42mm viền nhôm dây vải;mw;;None;;;;
Apple Watch Series 11 GPS + Cellular 42m viền Titanium dây thể thao;mw;Áp dụng cho sản phẩm từ 10.000.000₫ trở lên. | Chỉ áp dụng khi thanh toán bằng thẻ có đầu số: 520399, 523975, 524394, 518966. | Mỗi chủ thẻ được hưởng ưu đãi 1 lần trong suốt thời gian chương trình. |;Giảm giá;1000000;;{'min_price': 10000000}, {'card_prefix': ['520399', '523975', '524394', '518966']}, {'max_per_card': 1}, {'other_conditions': True};
Apple Watch Series 11 GPS 46mm viền nhôm dây thể thao;mw;Áp dụng cho sản phẩm từ 10.000.000₫ trở lên. | Chỉ áp dụng khi thanh toán bằng thẻ có đầu số: 520399, 523975, 524394, 518966. | Mỗi chủ thẻ được hưởng ưu đãi 1 lần trong suốt thời gian chương trình. |;Giảm giá;1000000;;{'min_price': 10000000}, {'card_prefix': ['520399', '523975', '524394', '518966']}, {'max_per_card': 1}, {'other_conditions': True};
Apple Watch Series 11 GPS + Cellular 46mm viền Titanium dây thể thao;mw;Áp dụng cho sản phẩm từ 10.000.000₫ trở lên. | Chỉ áp dụng khi thanh toán bằng thẻ có đầu số: 520399, 523975, 524394, 518966. | Mỗi chủ thẻ được hưởng ưu đãi 1 lần trong suốt thời gian chương trình. |;Giảm giá;1000000;;{'min_price': 10000000}, {'card_prefix': ['520399', '523975', '524394', '518966']}, {'max_per_card': 1}, {'other_conditions': True};
Apple Watch Series 11 GPS 46mm viền nhôm dây thể thao;mw;Áp dụng cho sản phẩm từ 10.000.000₫ trở lên. | Chỉ áp dụng khi thanh toán bằng thẻ có đầu số: 520399, 523975, 524394, 518966. | Mỗi chủ thẻ được hưởng ưu đãi 1 lần trong suốt thời gian chương trình. |;Giảm giá;1000000;;{'min_price': 10000000}, {'card_prefix': ['520399', '523975', '524394', '518966']}, {'max_per_card': 1}, {'other_conditions': True};
Apple Watch Series 11 GPS + Cellular 46mm viền Titanium dây thể thao;mw;Áp dụng cho sản phẩm từ 10.000.000₫ trở lên. | Chỉ áp dụng khi thanh toán bằng thẻ có đầu số: 520399, 523975, 524394, 518966. | Mỗi chủ thẻ được hưởng ưu đãi 1 lần trong suốt thời gian chương trình. |;Giảm giá;1000000;;{'min_price': 10000000}, {'card_prefix': ['520399', '523975', '524394', '518966']}, {'max_per_card': 1}, {'other_conditions': True};
Apple Watch Series 10 GPS 42mm viền nhôm dây vải;mw;;None;;;;
Apple Watch Series 11 GPS + Cellular 46mm viền Titanium dây thể thao;mw;Áp dụng cho sản phẩm từ 10.000.000₫ trở lên. | Chỉ áp dụng khi thanh toán bằng thẻ có đầu số: 520399, 523975, 524394, 518966. | Mỗi chủ thẻ được hưởng ưu đãi 1 lần trong suốt thời gian chương trình. |;Giảm giá;1000000;;{'min_price': 10000000}, {'card_prefix': ['520399', '523975', '524394', '518966']}, {'max_per_card': 1}, {'other_conditions': True};
Apple Watch Series 11 GPS 42mm viền nhôm dây thể thao;mw;;None;;;;
Apple Watch Series 11 GPS + Cellular 46mm viền Titanium dây thể thao;mw;Áp dụng cho sản phẩm từ 10.000.000₫ trở lên. | Chỉ áp dụng khi thanh toán bằng thẻ có đầu số: 520399, 523975, 524394, 518966. | Mỗi chủ thẻ được hưởng ưu đãi 1 lần trong suốt thời gian chương trình. |;Giảm giá;1000000;;{'min_price': 10000000}, {'card_prefix': ['520399', '523975', '524394', '518966']}, {'max_per_card': 1}, {'other_conditions': True};
Apple Watch Series 10 GPS 42mm viền nhôm dây vải;mw;;None;;;;
Apple Watch Series 11 GPS 46mm viền nhôm dây thể thao;mw;Áp dụng cho sản phẩm từ 10.000.000₫ trở lên. | Chỉ áp dụng khi thanh toán bằng thẻ có đầu số: 520399, 523975, 524394, 518966. | Mỗi chủ thẻ được hưởng ưu đãi 1 lần trong suốt thời gian chương trình. |;Giảm giá;1000000;;{'min_price': 10000000}, {'card_prefix': ['520399', '523975', '524394', '518966']}, {'max_per_card': 1}, {'other_conditions': True};
Apple Watch Series 11 GPS 46mm viền nhôm dây thể thao;mw;Áp dụng cho sản phẩm từ 10.000.000₫ trở lên. | Chỉ áp dụng khi thanh toán bằng thẻ có đầu số: 520399, 523975, 524394, 518966. | Mỗi chủ thẻ được hưởng ưu đãi 1 lần trong suốt thời gian chương trình. |;Giảm giá;1000000;;{'min_price': 10000000}, {'card_prefix': ['520399', '523975', '524394', '518966']}, {'max_per_card': 1}, {'other_conditions': True};
Apple Watch Series 11 GPS + Cellular 42m viền Titanium dây thể thao;mw;Áp dụng cho sản phẩm từ 10.000.000₫ trở lên. | Chỉ áp dụng khi thanh toán bằng thẻ có đầu số: 520399, 523975, 524394, 518966. | Mỗi chủ thẻ được hưởng ưu đãi 1 lần trong suốt thời gian chương trình. |;Giảm giá;1000000;;{'min_price': 10000000}, {'card_prefix': ['520399', '523975', '524394', '518966']}, {'max_per_card': 1}, {'other_conditions': True};
Apple Watch Series 10 GPS 42mm viền nhôm dây vải;mw;;None;;;;
Apple Watch Series 11 GPS 46mm viền nhôm dây thể thao;mw;Áp dụng cho sản phẩm từ 10.000.000₫ trở lên. | Chỉ áp dụng khi thanh toán bằng thẻ có đầu số: 520399, 523975, 524394, 518966. | Mỗi chủ thẻ được hưởng ưu đãi 1 lần trong suốt thời gian chương trình. |;Giảm giá;1000000;;{'min_price': 10000000}, {'card_prefix': ['520399', '523975', '524394', '518966']}, {'max_per_card': 1}, {'other_conditions': True};
Apple Watch Series 11 GPS + Cellular 46mm viền Titanium dây thể thao;mw;Áp dụng cho sản phẩm từ 10.000.000₫ trở lên. | Chỉ áp dụng khi thanh toán bằng thẻ có đầu số: 520399, 523975, 524394, 518966. | Mỗi chủ thẻ được hưởng ưu đãi 1 lần trong suốt thời gian chương trình. |;Giảm giá;1000000;;{'min_price': 10000000}, {'card_prefix': ['520399', '523975', '524394', '518966']}, {'max_per_card': 1}, {'other_conditions': True};
Apple Watch Series 11 GPS + Cellular 46mm viền Titanium dây thể thao;mw;Áp dụng cho sản phẩm từ 10.000.000₫ trở lên. | Chỉ áp dụng khi thanh toán bằng thẻ có đầu số: 520399, 523975, 524394, 518966. | Mỗi chủ thẻ được hưởng ưu đãi 1 lần trong suốt thời gian chương trình. |;Giảm giá;1000000;;{'min_price': 10000000}, {'card_prefix': ['520399', '523975', '524394', '518966']}, {'max_per_card': 1}, {'other_conditions': True};
Apple Watch Series 10 GPS 42mm viền nhôm dây vải;mw;;None;;;;
Apple Watch Series 11 GPS 46mm viền nhôm dây thể thao;mw;Áp dụng cho sản phẩm từ 10.000.000₫ trở lên. | Chỉ áp dụng khi thanh toán bằng thẻ có đầu số: 520399, 523975, 524394, 518966. | Mỗi chủ thẻ được hưởng ưu đãi 1 lần trong suốt thời gian chương trình. |;Giảm giá;1000000;;{'min_price': 10000000}, {'card_prefix': ['520399', '523975', '524394', '518966']}, {'max_per_card': 1}, {'other_conditions': True};
Apple Watch Series 11 GPS + Cellular 42mm viền nhôm dây thể thao;mw;Áp dụng cho sản phẩm từ 10.000.000₫ trở lên. | Chỉ áp dụng khi thanh toán bằng thẻ có đầu số: 520399, 523975, 524394, 518966. | Mỗi chủ thẻ được hưởng ưu đãi 1 lần trong suốt thời gian chương trình. |;Giảm giá;1000000;;{'min_price': 10000000}, {'card_prefix': ['520399', '523975', '524394', '518966']}, {'max_per_card': 1}, {'other_conditions': True};
Apple Watch Series 11 GPS + Cellular 46mm viền Titanium dây thể thao;mw;Áp dụng cho sản phẩm từ 10.000.000₫ trở lên. | Chỉ áp dụng khi thanh toán bằng thẻ có đầu số: 520399, 523975, 524394, 518966. | Mỗi chủ thẻ được hưởng ưu đãi 1 lần trong suốt thời gian chương trình. |;Giảm giá;1000000;;{'min_price': 10000000}, {'card_prefix': ['520399', '523975', '524394', '518966']}, {'max_per_card': 1}, {'other_conditions': True};
Apple Watch Series 11 GPS 46mm viền nhôm dây thể thao;mw;Áp dụng cho sản phẩm từ 10.000.000₫ trở lên. | Chỉ áp dụng khi thanh toán bằng thẻ có đầu số: 520399, 523975, 524394, 518966. | Mỗi chủ thẻ được hưởng ưu đãi 1 lần trong suốt thời gian chương trình. |;Giảm giá;1000000;;{'min_price': 10000000}, {'card_prefix': ['520399', '523975', '524394', '518966']}, {'max_per_card': 1}, {'other_conditions': True};
Apple Watch Series 11 GPS + Cellular 42mm viền nhôm dây thể thao;mw;Áp dụng cho sản phẩm từ 10.000.000₫ trở lên. | Chỉ áp dụng khi thanh toán bằng thẻ có đầu số: 520399, 523975, 524394, 518966. | Mỗi chủ thẻ được hưởng ưu đãi 1 lần trong suốt thời gian chương trình. |;Giảm giá;1000000;;{'min_price': 10000000}, {'card_prefix': ['520399', '523975', '524394', '518966']}, {'max_per_card': 1}, {'other_conditions': True};
Apple Watch Series 11 GPS + Cellular 46mm viền Titanium dây thể thao;mw;Áp dụng cho sản phẩm từ 10.000.000₫ trở lên. | Chỉ áp dụng khi thanh toán bằng thẻ có đầu số: 520399, 523975, 524394, 518966. | Mỗi chủ thẻ được hưởng ưu đãi 1 lần trong suốt thời gian chương trình. |;Giảm giá;1000000;;{'min_price': 10000000}, {'card_prefix': ['520399', '523975', '524394', '518966']}, {'max_per_card': 1}, {'other_conditions': True};
Apple Watch Series 10 GPS 42mm viền nhôm dây vải;mw;;None;;;;
Apple Watch Series 11 GPS 42mm viền nhôm dây thể thao;mw;;None;;;;
Apple Watch Series 10 GPS + Cellular 42mm viền nhôm dây vải;mw;;None;;;;
Apple Watch Series 11 GPS + Cellular 42mm viền nhôm dây thể thao;mw;Áp dụng cho sản phẩm từ 10.000.000₫ trở lên. | Chỉ áp dụng khi thanh toán bằng thẻ có đầu số: 520399, 523975, 524394, 518966. | Mỗi chủ thẻ được hưởng ưu đãi 1 lần trong suốt thời gian chương trình. |;Giảm giá;1000000;;{'min_price': 10000000}, {'card_prefix': ['520399', '523975', '524394', '518966']}, {'max_per_card': 1}, {'other_conditions': True};
Apple Watch Series 11 GPS 46mm viền nhôm dây thể thao;mw;Áp dụng cho sản phẩm từ 10.000.000₫ trở lên. | Chỉ áp dụng khi thanh toán bằng thẻ có đầu số: 520399, 523975, 524394, 518966. | Mỗi chủ thẻ được hưởng ưu đãi 1 lần trong suốt thời gian chương trình. |;Giảm giá;1000000;;{'min_price': 10000000}, {'card_prefix': ['520399', '523975', '524394', '518966']}, {'max_per_card': 1}, {'other_conditions': True};
Apple Watch Series 11 GPS + Cellular 42m viền Titanium dây thể thao;mw;Áp dụng cho sản phẩm từ 10.000.000₫ trở lên. | Chỉ áp dụng khi thanh toán bằng thẻ có đầu số: 520399, 523975, 524394, 518966. | Mỗi chủ thẻ được hưởng ưu đãi 1 lần trong suốt thời gian chương trình. |;Giảm giá;1000000;;{'min_price': 10000000}, {'card_prefix': ['520399', '523975', '524394', '518966']}, {'max_per_card': 1}, {'other_conditions': True};
Apple Watch Series 11 GPS + Cellular 42mm viền nhôm dây thể thao;mw;Áp dụng cho sản phẩm từ 10.000.000₫ trở lên. | Chỉ áp dụng khi thanh toán bằng thẻ có đầu số: 520399, 523975, 524394, 518966. | Mỗi chủ thẻ được hưởng ưu đãi 1 lần trong suốt thời gian chương trình. |;Giảm giá;1000000;;{'min_price': 10000000}, {'card_prefix': ['520399', '523975', '524394', '518966']}, {'max_per_card': 1}, {'other_conditions': True};
Apple Watch Series 11 GPS 46mm viền nhôm dây thể thao;mw;Áp dụng cho sản phẩm từ 10.000.000₫ trở lên. | Chỉ áp dụng khi thanh toán bằng thẻ có đầu số: 520399, 523975, 524394, 518966. | Mỗi chủ thẻ được hưởng ưu đãi 1 lần trong suốt thời gian chương trình. |;Giảm giá;1000000;;{'min_price': 10000000}, {'card_prefix': ['520399', '523975', '524394', '518966']}, {'max_per_card': 1}, {'other_conditions': True};
Apple Watch Series 10 GPS 42mm viền nhôm dây vải;mw;;None;;;;
Apple Watch Series 11 GPS + Cellular 46mm viền Titanium dây thể thao;mw;Áp dụng cho sản phẩm từ 10.000.000₫ trở lên. | Chỉ áp dụng khi thanh toán bằng thẻ có đầu số: 520399, 523975, 524394, 518966. | Mỗi chủ thẻ được hưởng ưu đãi 1 lần trong suốt thời gian chương trình. |;Giảm giá;1000000;;{'min_price': 10000000}, {'card_prefix': ['520399', '523975', '524394', '518966']}, {'max_per_card': 1}, {'other_conditions': True};
