Product_Name;Color;Ton_Kho;Gia_Niem_Yet;Gia_Khuyen_Mai;Date;Khuyen_Mai;Thanh_Toan;Link;Tech_Specs;screenshot_name
iPhone 15 256GB;Hồng nhạt;Yes;21990000;19990000;2026-01-31;"Khuyến mãi

Giá và khuyến mãi dự kiến áp dụng đến 23:59 | 28/02
1

Tặng phiếu mua hàng Apple Watch trị giá 1,000,000đ

2

Tặng phiếu mua hàng Macbook trị giá 1,000,000đ

3

Phiếu mua hàng Airpods trị giá 500.000đ

4

Tặng Phiếu mua hàng mua sạc dự phòng (trừ AVA+, Hydrus); đồng hồ thông minh (trừ Apple); Tai nghe bluetooth và Loa bluetooth các hãng JBL, Marshall,Harman Kardon; Ốp lưng (trừ Apple) trị giá 100.000đ

5

Phiếu mua hàng mua Sim data 500GB 1 tháng trị giá 100,000đ Xem chi tiết

6

Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết";"Ưu đãi thanh toán Online (Click chọn để áp dụng)
 Giảm 250.000đ -
Xem chi tiết
Áp dụng sản phẩm từ 5.000.000đ trở lên.";https://www.thegioididong.com/dtdd/iphone-15;"Cấu hình & Bộ nhớ
Hệ điều hành:
iOS 17
Chip xử lý (CPU):
Apple A16 Bionic
Tốc độ CPU:
3.46 GHz
Chip đồ họa (GPU):
Apple GPU 5 nhân
RAM:
6 GB
Dung lượng lưu trữ:
256 GB
Danh bạ:
Không giới hạn
Camera & Màn hình
Pin & Sạc
Tiện ích
Kết nối
Thiết kế & Chất liệu";Skipped
iPhone 16 Plus 256GB;Xanh Mòng Két;Yes;28990000;26990000;2026-01-31;"Khuyến mãi

Giá và khuyến mãi dự kiến áp dụng đến 23:59 | 28/02
1

Tặng phiếu mua hàng Apple Watch trị giá 1,000,000đ

2

Tặng phiếu mua hàng Macbook trị giá 1,000,000đ

3

Phiếu mua hàng Airpods trị giá 500.000đ

4

Tặng Phiếu mua hàng mua sạc dự phòng (trừ AVA+, Hydrus); đồng hồ thông minh (trừ Apple); Tai nghe bluetooth và Loa bluetooth các hãng JBL, Marshall,Harman Kardon; Ốp lưng (trừ Apple) trị giá 100.000đ

5

Phiếu mua hàng mua Sim data 500GB 1 tháng trị giá 100,000đ Xem chi tiết

6

Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết";"Ưu đãi thanh toán Online (Click chọn để áp dụng)
 Giảm 250.000đ -
Xem chi tiết
Áp dụng sản phẩm từ 5.000.000đ trở lên.";https://www.thegioididong.com/dtdd/iphone-16-plus;"Cấu hình & Bộ nhớ
Hệ điều hành:
iOS 18
Chip xử lý (CPU):
Apple A18 6 nhân
Tốc độ CPU:
Hãng không công bố
Chip đồ họa (GPU):
Apple GPU 5 nhân
RAM:
8 GB
Dung lượng lưu trữ:
256 GB
Dung lượng còn lại (khả dụng) khoảng:
241 GB
Danh bạ:
Không giới hạn
Camera & Màn hình
Pin & Sạc
Tiện ích
Kết nối
Thiết kế & Chất liệu";Skipped
iPhone 16 128GB;Trắng;Yes;21990000;19990000;2026-01-31;"Khuyến mãi

Giá và khuyến mãi dự kiến áp dụng đến 23:59 | 28/02
1

Tặng phiếu mua hàng Apple Watch trị giá 1,000,000đ

2

Tặng phiếu mua hàng Macbook trị giá 1,000,000đ

3

Phiếu mua hàng Airpods trị giá 500.000đ

4

Tặng Phiếu mua hàng mua sạc dự phòng (trừ AVA+, Hydrus); đồng hồ thông minh (trừ Apple); Tai nghe bluetooth và Loa bluetooth các hãng JBL, Marshall,Harman Kardon; Ốp lưng (trừ Apple) trị giá 100.000đ

5

Phiếu mua hàng mua Sim data 500GB 1 tháng trị giá 100,000đ Xem chi tiết

6

Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết";"Ưu đãi thanh toán Online (Click chọn để áp dụng)
 Giảm 250.000đ -
Xem chi tiết
Áp dụng sản phẩm từ 5.000.000đ trở lên.";https://www.thegioididong.com/dtdd/iphone-16;"Cấu hình & Bộ nhớ
Hệ điều hành:
iOS 18
Chip xử lý (CPU):
Apple A18 6 nhân
Tốc độ CPU:
Hãng không công bố
Chip đồ họa (GPU):
Apple GPU 5 nhân
RAM:
8 GB
Dung lượng lưu trữ:
128 GB
Dung lượng còn lại (khả dụng) khoảng:
113 GB
Danh bạ:
Không giới hạn
Camera & Màn hình
Pin & Sạc
Tiện ích
Kết nối
Thiết kế & Chất liệu";Skipped
iPhone 15 Plus 512GB;Hồng nhạt;No;30990000;27990000;2026-01-31;"Khuyến mãi

Giá và khuyến mãi dự kiến áp dụng đến 23:59 | 28/02
1

Tặng phiếu mua hàng Apple Watch trị giá 1,000,000đ

2

Tặng phiếu mua hàng Macbook trị giá 1,000,000đ

3

Phiếu mua hàng Airpods trị giá 500.000đ

4

Tặng Phiếu mua hàng mua sạc dự phòng (trừ AVA+, Hydrus); đồng hồ thông minh (trừ Apple); Tai nghe bluetooth và Loa bluetooth các hãng JBL, Marshall,Harman Kardon; Ốp lưng (trừ Apple) trị giá 100.000đ

5

Phiếu mua hàng mua Sim data 500GB 1 tháng trị giá 100,000đ Xem chi tiết

6

Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết";;https://www.thegioididong.com/dtdd/iphone-15-plus;"Cấu hình & Bộ nhớ
Camera & Màn hình
Pin & Sạc
Tiện ích
Bảo mật nâng cao:
Mở khoá khuôn mặt Face ID
Tính năng đặc biệt:
Âm thanh Dolby Atmos
Phát hiện va chạm (Crash Detection)
Kháng nước, bụi:
IP68
Ghi âm:
Ghi âm mặc định
Xem phim:
H.264(MPEG4-AVC)
ProRes
HEVC
Nghe nhạc:
MP3
FLAC
AAC
Kết nối
Thiết kế & Chất liệu
Thiết kế:
Nguyên khối
Chất liệu:
Khung nhôm & Mặt lưng kính cường lực
Kích thước, khối lượng:
Dài 160.9 mm - Ngang 77.8 mm - Dày 7.8 mm - Nặng 201 g
Thời điểm ra mắt:
09/2023
Hãng:
iPhone (Apple). Xem thông tin hãng";DEBUG_OOS_iPhone 15 Plus 512GB_Hồng nhạt_013859.png
iPhone 16 Pro 1TB;Titan Sa Mạc;No;42990000;39990000;2026-01-31;"Khuyến mãi

Giá và khuyến mãi dự kiến áp dụng đến 23:59 | 28/02
1

Tặng phiếu mua hàng Apple Watch trị giá 1,000,000đ

2

Tặng phiếu mua hàng Macbook trị giá 1,000,000đ

3

Phiếu mua hàng Airpods trị giá 500.000đ

4

Tặng Phiếu mua hàng mua sạc dự phòng (trừ AVA+, Hydrus); đồng hồ thông minh (trừ Apple); Tai nghe bluetooth và Loa bluetooth các hãng JBL, Marshall,Harman Kardon; Ốp lưng (trừ Apple) trị giá 100.000đ

5

Phiếu mua hàng mua Sim data 500GB 1 tháng trị giá 100,000đ Xem chi tiết

6

Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết";;https://www.thegioididong.com/dtdd/iphone-16-pro;"Cấu hình & Bộ nhớ
Hệ điều hành:
iOS 18
Chip xử lý (CPU):
Apple A18 Pro 6 nhân
Tốc độ CPU:
Hãng không công bố
Chip đồ họa (GPU):
Apple GPU 6 nhân
RAM:
8 GB
Dung lượng lưu trữ:
1 TB
Dung lượng còn lại (khả dụng) khoảng:
1009 GB
Danh bạ:
Không giới hạn
Camera & Màn hình
Pin & Sạc
Dung lượng pin:
27 giờ
Loại pin:
Li-Ion
Hỗ trợ sạc tối đa:
20 W
Công nghệ pin:
Tiết kiệm pin
Sạc pin nhanh
Sạc ngược qua cáp
Sạc không dây MagSafe
Sạc không dây
Tiện ích
Bảo mật nâng cao:
Mở khoá khuôn mặt Face ID
Tính năng đặc biệt:
Âm thanh Dolby Atmos
Phát hiện va chạm (Crash Detection)
Màn hình luôn hiển thị AOD
HDR10+
HDR10
DCI-P3
Công nghệ âm thanh Dolby Digital Plus
Công nghệ hình ảnh Dolby Vision
Công nghệ HLG
Công nghê âm thanh Dolby Digital
Chạm 2 lần sáng màn hình
Apple Pay
Loa kép
Kháng nước, bụi:
IP68
Ghi âm:
Ghi âm mặc định
Xem phim:
MP4
HEVC
Nghe nhạc:
MP3
FLAC
Apple Lossless
APAC
AAC
Kết nối
Thiết kế & Chất liệu";DEBUG_OOS_iPhone 16 Pro 1TB_Titan Sa Mạc_013903.png
iPhone 16 Pro Max 256GB;Titan Sa Mạc;Yes;33990000;32990000;2026-01-31;"Khuyến mãi

Giá và khuyến mãi dự kiến áp dụng đến 23:59 | 01/02
1

Tặng phiếu mua hàng Apple Watch trị giá 1,000,000đ

2

Tặng phiếu mua hàng Macbook trị giá 1,000,000đ

3

Phiếu mua hàng Airpods trị giá 500.000đ

4

Tặng Phiếu mua hàng mua sạc dự phòng (trừ AVA+, Hydrus); đồng hồ thông minh (trừ Apple); Tai nghe bluetooth và Loa bluetooth các hãng JBL, Marshall,Harman Kardon; Ốp lưng (trừ Apple) trị giá 100.000đ

5

Phiếu mua hàng mua Sim data 500GB 1 tháng trị giá 100,000đ Xem chi tiết

6

Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết";"Ưu đãi thanh toán Online (Click chọn để áp dụng)
 Giảm 250.000đ -
Xem chi tiết
Áp dụng sản phẩm từ 5.000.000đ trở lên.";https://www.thegioididong.com/dtdd/iphone-16-pro-max;"Cấu hình & Bộ nhớ
Camera & Màn hình
Pin & Sạc
Tiện ích
Kết nối
Thiết kế & Chất liệu";Skipped
iPhone 15 Plus 512GB;Đen;No;30990000;27990000;2026-01-31;"Khuyến mãi

Giá và khuyến mãi dự kiến áp dụng đến 23:59 | 28/02
1

Tặng phiếu mua hàng Apple Watch trị giá 1,000,000đ

2

Tặng phiếu mua hàng Macbook trị giá 1,000,000đ

3

Phiếu mua hàng Airpods trị giá 500.000đ

4

Tặng Phiếu mua hàng mua sạc dự phòng (trừ AVA+, Hydrus); đồng hồ thông minh (trừ Apple); Tai nghe bluetooth và Loa bluetooth các hãng JBL, Marshall,Harman Kardon; Ốp lưng (trừ Apple) trị giá 100.000đ

5

Phiếu mua hàng mua Sim data 500GB 1 tháng trị giá 100,000đ Xem chi tiết

6

Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết";;https://www.thegioididong.com/dtdd/iphone-15-plus;"Cấu hình & Bộ nhớ
Camera & Màn hình
Pin & Sạc
Tiện ích
Kết nối
Thiết kế & Chất liệu";DEBUG_OOS_iPhone 15 Plus 512GB_Đen_014141.png
iPhone 16 Pro 1TB;Titan trắng;No;42990000;39990000;2026-01-31;"Khuyến mãi

Giá và khuyến mãi dự kiến áp dụng đến 23:59 | 28/02
1

Tặng phiếu mua hàng Apple Watch trị giá 1,000,000đ

2

Tặng phiếu mua hàng Macbook trị giá 1,000,000đ

3

Phiếu mua hàng Airpods trị giá 500.000đ

4

Tặng Phiếu mua hàng mua sạc dự phòng (trừ AVA+, Hydrus); đồng hồ thông minh (trừ Apple); Tai nghe bluetooth và Loa bluetooth các hãng JBL, Marshall,Harman Kardon; Ốp lưng (trừ Apple) trị giá 100.000đ

5

Phiếu mua hàng mua Sim data 500GB 1 tháng trị giá 100,000đ Xem chi tiết

6

Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết";;https://www.thegioididong.com/dtdd/iphone-16-pro;"Cấu hình & Bộ nhớ
Hệ điều hành:
iOS 18
Chip xử lý (CPU):
Apple A18 Pro 6 nhân
Tốc độ CPU:
Hãng không công bố
Chip đồ họa (GPU):
Apple GPU 6 nhân
RAM:
8 GB
Dung lượng lưu trữ:
1 TB
Dung lượng còn lại (khả dụng) khoảng:
1009 GB
Danh bạ:
Không giới hạn
Camera & Màn hình
Pin & Sạc
Tiện ích
Kết nối
Thiết kế & Chất liệu";DEBUG_OOS_iPhone 16 Pro 1TB_Titan trắng_014145.png
iPhone 16 Plus 256GB;Trắng;Yes;28990000;26990000;2026-01-31;"Khuyến mãi

Giá và khuyến mãi dự kiến áp dụng đến 23:59 | 28/02
1

Tặng phiếu mua hàng Apple Watch trị giá 1,000,000đ

2

Tặng phiếu mua hàng Macbook trị giá 1,000,000đ

3

Phiếu mua hàng Airpods trị giá 500.000đ

4

Tặng Phiếu mua hàng mua sạc dự phòng (trừ AVA+, Hydrus); đồng hồ thông minh (trừ Apple); Tai nghe bluetooth và Loa bluetooth các hãng JBL, Marshall,Harman Kardon; Ốp lưng (trừ Apple) trị giá 100.000đ

5

Phiếu mua hàng mua Sim data 500GB 1 tháng trị giá 100,000đ Xem chi tiết

6

Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết";"Ưu đãi thanh toán Online (Click chọn để áp dụng)
 Giảm 250.000đ -
Xem chi tiết
Áp dụng sản phẩm từ 5.000.000đ trở lên.";https://www.thegioididong.com/dtdd/iphone-16-plus;"Cấu hình & Bộ nhớ
Hệ điều hành:
iOS 18
Chip xử lý (CPU):
Apple A18 6 nhân
Tốc độ CPU:
Hãng không công bố
Chip đồ họa (GPU):
Apple GPU 5 nhân
RAM:
8 GB
Dung lượng lưu trữ:
256 GB
Dung lượng còn lại (khả dụng) khoảng:
241 GB
Danh bạ:
Không giới hạn
Camera & Màn hình
Pin & Sạc
Tiện ích
Bảo mật nâng cao:
Mở khoá khuôn mặt Face ID
Tính năng đặc biệt:
Âm thanh Dolby Atmos
Phát hiện va chạm (Crash Detection)
HDR10+
HDR10
DCI-P3
Công nghệ âm thanh Dolby Digital Plus
Công nghệ hình ảnh Dolby Vision
Công nghệ True Tone
Công nghệ HLG
Công nghê âm thanh Dolby Digital
Chạm 2 lần sáng màn hình
Apple Pay
Loa kép
Kháng nước, bụi:
IP68
Ghi âm:
Ghi âm mặc định
Xem phim:
MP4
HEVC
Nghe nhạc:
MP3
FLAC
Apple Lossless
APAC
AAC
Kết nối
Thiết kế & Chất liệu";Skipped
iPhone 16 Pro Max 256GB;Titan tự nhiên;No;33990000;32990000;2026-01-31;"Khuyến mãi

Giá và khuyến mãi dự kiến áp dụng đến 23:59 | 01/02
1

Tặng phiếu mua hàng Apple Watch trị giá 1,000,000đ

2

Tặng phiếu mua hàng Macbook trị giá 1,000,000đ

3

Phiếu mua hàng Airpods trị giá 500.000đ

4

Tặng Phiếu mua hàng mua sạc dự phòng (trừ AVA+, Hydrus); đồng hồ thông minh (trừ Apple); Tai nghe bluetooth và Loa bluetooth các hãng JBL, Marshall,Harman Kardon; Ốp lưng (trừ Apple) trị giá 100.000đ

5

Phiếu mua hàng mua Sim data 500GB 1 tháng trị giá 100,000đ Xem chi tiết

6

Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết";;https://www.thegioididong.com/dtdd/iphone-16-pro-max;"Cấu hình & Bộ nhớ
Hệ điều hành:
iOS 18
Chip xử lý (CPU):
Apple A18 Pro 6 nhân
Tốc độ CPU:
Hãng không công bố
Chip đồ họa (GPU):
Apple GPU 6 nhân
RAM:
8 GB
Dung lượng lưu trữ:
256 GB
Dung lượng còn lại (khả dụng) khoảng:
241 GB
Danh bạ:
Không giới hạn
Camera & Màn hình
Pin & Sạc
Tiện ích
Kết nối
Thiết kế & Chất liệu";DEBUG_OOS_iPhone 16 Pro Max 256GB_Titan tự nhiên_014218.png
iPhone 16 Plus 256GB;Hồng;Yes;28990000;26990000;2026-01-31;"Khuyến mãi

Giá và khuyến mãi dự kiến áp dụng đến 23:59 | 28/02
1

Tặng phiếu mua hàng Apple Watch trị giá 1,000,000đ

2

Tặng phiếu mua hàng Macbook trị giá 1,000,000đ

3

Phiếu mua hàng Airpods trị giá 500.000đ

4

Tặng Phiếu mua hàng mua sạc dự phòng (trừ AVA+, Hydrus); đồng hồ thông minh (trừ Apple); Tai nghe bluetooth và Loa bluetooth các hãng JBL, Marshall,Harman Kardon; Ốp lưng (trừ Apple) trị giá 100.000đ

5

Phiếu mua hàng mua Sim data 500GB 1 tháng trị giá 100,000đ Xem chi tiết

6

Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết";"Ưu đãi thanh toán Online (Click chọn để áp dụng)
 Giảm 250.000đ -
Xem chi tiết
Áp dụng sản phẩm từ 5.000.000đ trở lên.";https://www.thegioididong.com/dtdd/iphone-16-plus;"Cấu hình & Bộ nhớ
Hệ điều hành:
iOS 18
Chip xử lý (CPU):
Apple A18 6 nhân
Tốc độ CPU:
Hãng không công bố
Chip đồ họa (GPU):
Apple GPU 5 nhân
RAM:
8 GB
Dung lượng lưu trữ:
256 GB
Dung lượng còn lại (khả dụng) khoảng:
241 GB
Danh bạ:
Không giới hạn
Camera & Màn hình
Pin & Sạc
Tiện ích
Kết nối
Thiết kế & Chất liệu";Skipped
iPhone 15 Plus 512GB;Xanh dương nhạt;No;30990000;27990000;2026-01-31;"Khuyến mãi

Giá và khuyến mãi dự kiến áp dụng đến 23:59 | 28/02
1

Tặng phiếu mua hàng Apple Watch trị giá 1,000,000đ

2

Tặng phiếu mua hàng Macbook trị giá 1,000,000đ

3

Phiếu mua hàng Airpods trị giá 500.000đ

4

Tặng Phiếu mua hàng mua sạc dự phòng (trừ AVA+, Hydrus); đồng hồ thông minh (trừ Apple); Tai nghe bluetooth và Loa bluetooth các hãng JBL, Marshall,Harman Kardon; Ốp lưng (trừ Apple) trị giá 100.000đ

5

Phiếu mua hàng mua Sim data 500GB 1 tháng trị giá 100,000đ Xem chi tiết

6

Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết";;https://www.thegioididong.com/dtdd/iphone-15-plus;"Cấu hình & Bộ nhớ
Hệ điều hành:
iOS 17
Chip xử lý (CPU):
Apple A16 Bionic
Tốc độ CPU:
3.46 GHz
Chip đồ họa (GPU):
Apple GPU 5 nhân
RAM:
6 GB
Dung lượng lưu trữ:
512 GB
Danh bạ:
Không giới hạn
Camera & Màn hình
Pin & Sạc
Tiện ích
Kết nối
Thiết kế & Chất liệu";DEBUG_OOS_iPhone 15 Plus 512GB_Xanh dương nhạt_014315.png
iPhone 16 Pro 1TB;Titan đen;Yes;42990000;39990000;2026-01-31;"Khuyến mãi

Giá và khuyến mãi dự kiến áp dụng đến 23:59 | 28/02
1

Tặng phiếu mua hàng Apple Watch trị giá 1,000,000đ

2

Tặng phiếu mua hàng Macbook trị giá 1,000,000đ

3

Phiếu mua hàng Airpods trị giá 500.000đ

4

Tặng Phiếu mua hàng mua sạc dự phòng (trừ AVA+, Hydrus); đồng hồ thông minh (trừ Apple); Tai nghe bluetooth và Loa bluetooth các hãng JBL, Marshall,Harman Kardon; Ốp lưng (trừ Apple) trị giá 100.000đ

5

Phiếu mua hàng mua Sim data 500GB 1 tháng trị giá 100,000đ Xem chi tiết

6

Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết";"Ưu đãi thanh toán Online (Click chọn để áp dụng)
 Giảm 250.000đ -
Xem chi tiết
Áp dụng sản phẩm từ 5.000.000đ trở lên.";https://www.thegioididong.com/dtdd/iphone-16-pro;"Cấu hình & Bộ nhớ
Hệ điều hành:
iOS 18
Chip xử lý (CPU):
Apple A18 Pro 6 nhân
Tốc độ CPU:
Hãng không công bố
Chip đồ họa (GPU):
Apple GPU 6 nhân
RAM:
8 GB
Dung lượng lưu trữ:
1 TB
Dung lượng còn lại (khả dụng) khoảng:
1009 GB
Danh bạ:
Không giới hạn
Camera & Màn hình
Pin & Sạc
Tiện ích
Kết nối
Thiết kế & Chất liệu";Skipped
iPhone 15 256GB;Xanh dương nhạt;Yes;21990000;19990000;2026-01-31;"Khuyến mãi

Giá và khuyến mãi dự kiến áp dụng đến 23:59 | 28/02
1

Tặng phiếu mua hàng Apple Watch trị giá 1,000,000đ

2

Tặng phiếu mua hàng Macbook trị giá 1,000,000đ

3

Phiếu mua hàng Airpods trị giá 500.000đ

4

Tặng Phiếu mua hàng mua sạc dự phòng (trừ AVA+, Hydrus); đồng hồ thông minh (trừ Apple); Tai nghe bluetooth và Loa bluetooth các hãng JBL, Marshall,Harman Kardon; Ốp lưng (trừ Apple) trị giá 100.000đ

5

Phiếu mua hàng mua Sim data 500GB 1 tháng trị giá 100,000đ Xem chi tiết

6

Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết";"Ưu đãi thanh toán Online (Click chọn để áp dụng)
 Giảm 250.000đ -
Xem chi tiết
Áp dụng sản phẩm từ 5.000.000đ trở lên.";https://www.thegioididong.com/dtdd/iphone-15;"Cấu hình & Bộ nhớ
Hệ điều hành:
iOS 17
Chip xử lý (CPU):
Apple A16 Bionic
Tốc độ CPU:
3.46 GHz
Chip đồ họa (GPU):
Apple GPU 5 nhân
RAM:
6 GB
Dung lượng lưu trữ:
256 GB
Danh bạ:
Không giới hạn
Camera & Màn hình
Độ phân giải camera sau:
Chính 48 MP & Phụ 12 MP
Quay phim camera sau:
HD 720p@30fps
FullHD 1080p@60fps
FullHD 1080p@30fps
FullHD 1080p@240fps
FullHD 1080p@120fps
4K 2160p@60fps
4K 2160p@30fps
4K 2160p@24fps
Đèn Flash camera sau:
Có
Tính năng camera sau:
Zoom quang học
Zoom kỹ thuật số
Xóa phông
Trôi nhanh thời gian (Time Lapse)
Toàn cảnh (Panorama)
Smart HDR 5
Siêu độ phân giải
Quay chậm (Slow Motion)
Quay Siêu chậm (Super Slow Motion)
Live Photos
HDR
Góc siêu rộng (Ultrawide)
Góc rộng (Wide)
Dolby Vision HDR
Deep Fusion
Cinematic
Chống rung quang học (OIS)
Chế độ hành động (Action Mode)
Bộ lọc màu
Ban đêm (Night Mode)
Độ phân giải camera trước:
12 MP
Tính năng camera trước:
Smart HDR 5
Xóa phông
Tự động lấy nét (AF)
Trôi nhanh thời gian (Time Lapse)
Retina Flash
Quay video HD
Quay video Full HD
Quay video 4K
Quay chậm (Slow Motion)
Nhãn dán (AR Stickers)
Live Photos
Cinematic
Chụp đêm
Bộ lọc màu
Công nghệ màn hình:
OLED
Độ phân giải màn hình:
Super Retina XDR (1179 x 2556 Pixels)
Màn hình rộng:
6.1"" - Tần số quét 60 Hz
Độ sáng tối đa:
2000 nits
Mặt kính cảm ứng:
Kính cường lực Ceramic Shield
Pin & Sạc
Tiện ích
Kết nối
Thiết kế & Chất liệu";Skipped
iPhone 16 Pro Max 256GB;Titan trắng;Yes;33990000;32990000;2026-01-31;"Khuyến mãi

Giá và khuyến mãi dự kiến áp dụng đến 23:59 | 01/02
1

Tặng phiếu mua hàng Apple Watch trị giá 1,000,000đ

2

Tặng phiếu mua hàng Macbook trị giá 1,000,000đ

3

Phiếu mua hàng Airpods trị giá 500.000đ

4

Tặng Phiếu mua hàng mua sạc dự phòng (trừ AVA+, Hydrus); đồng hồ thông minh (trừ Apple); Tai nghe bluetooth và Loa bluetooth các hãng JBL, Marshall,Harman Kardon; Ốp lưng (trừ Apple) trị giá 100.000đ

5

Phiếu mua hàng mua Sim data 500GB 1 tháng trị giá 100,000đ Xem chi tiết

6

Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết";"Ưu đãi thanh toán Online (Click chọn để áp dụng)
 Giảm 250.000đ -
Xem chi tiết
Áp dụng sản phẩm từ 5.000.000đ trở lên.";https://www.thegioididong.com/dtdd/iphone-16-pro-max;"Cấu hình & Bộ nhớ
Hệ điều hành:
iOS 18
Chip xử lý (CPU):
Apple A18 Pro 6 nhân
Tốc độ CPU:
Hãng không công bố
Chip đồ họa (GPU):
Apple GPU 6 nhân
RAM:
8 GB
Dung lượng lưu trữ:
256 GB
Dung lượng còn lại (khả dụng) khoảng:
241 GB
Danh bạ:
Không giới hạn
Camera & Màn hình
Pin & Sạc
Tiện ích
Kết nối
Thiết kế & Chất liệu";Skipped
iPhone 16 Plus 256GB;Đen;Yes;28990000;26990000;2026-01-31;"Khuyến mãi

Giá và khuyến mãi dự kiến áp dụng đến 23:59 | 28/02
1

Tặng phiếu mua hàng Apple Watch trị giá 1,000,000đ

2

Tặng phiếu mua hàng Macbook trị giá 1,000,000đ

3

Phiếu mua hàng Airpods trị giá 500.000đ

4

Tặng Phiếu mua hàng mua sạc dự phòng (trừ AVA+, Hydrus); đồng hồ thông minh (trừ Apple); Tai nghe bluetooth và Loa bluetooth các hãng JBL, Marshall,Harman Kardon; Ốp lưng (trừ Apple) trị giá 100.000đ

5

Phiếu mua hàng mua Sim data 500GB 1 tháng trị giá 100,000đ Xem chi tiết

6

Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết";"Ưu đãi thanh toán Online (Click chọn để áp dụng)
        
                
                    
                        
                        
                    

                    Giảm 250.000đ
                         - 
                        Xem chi tiết
                    
                        Áp dụng sản phẩm từ 5.000.000đ trở lên.
                    
                        
                            
                                
                                Ưu đãi khi thanh toán bằng thẻ FECredit
Áp dụng cho khách mua sắm trên website Thế Giới Di Động, Điện Máy Xanh và Topzone. Chi tiết ưu đãi:

Áp dụng cho sản phẩm từ 5.000.000₫ trở lên.
Thời gian khuyến mãi: Từ 01/10/2025 đến 31/03/2026.
Chỉ áp dụng khi thanh toán bằng thẻ có đầu số: 539597; 539146; 356554
Mỗi chủ thẻ được hưởng ưu đãi 1 lần trong suốt thời gian chương trình.
Áp dụng đồng thời với các chương trình khuyến mãi khác.
Ưu đãi không quy đổi ra tiền mặt, sản phẩm hay chuyển nhượng.
Chương trình không áp dụng đối với giao dịch hủy, hay hoàn tiền. Giao dịch phải thỏa điều kiện giao dịch thành công, không thuộc trường hợp gian lận giả mạo.

Lưu ý: Ưu đãi có thể có điều khoản áp dụng riêng từng loại thẻ. Vui lòng kiểm tra điều kiện thanh toán trước khi hoàn tất đơn hàng.
                                Đã hiểu";https://www.thegioididong.com/dtdd/iphone-16-plus;"Cấu hình & Bộ nhớ
Hệ điều hành:
iOS 18
Chip xử lý (CPU):
Apple A18 6 nhân
Tốc độ CPU:
Hãng không công bố
Chip đồ họa (GPU):
Apple GPU 5 nhân
RAM:
8 GB
Dung lượng lưu trữ:
256 GB
Dung lượng còn lại (khả dụng) khoảng:
241 GB
Danh bạ:
Không giới hạn
Camera & Màn hình
Pin & Sạc
Tiện ích
Kết nối
Thiết kế & Chất liệu";Skipped
